SL,User Name,Rating,Review,Medical Name,Resource_Link
237,"Abul Hasan SFMM KPJ Dhaka, 98",3,"One of the Best medical college in Bangladesh from Govt for MBBS degree.
Very well education and doctor quality. After degree they do work in BD and others country too after more education.
Services is cheap. Need more cleanliness and quality to improve and 24 Hours Specialized doctor facilities as it's cover more no of population.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
238,Sharif Parvez,4,"Very Good environment. The land of this hospital has been taken from us during Zia’s tenure, the construction work was delayed significantly. The Medical College and the hospital is located on our agricultural fields in Baropara village, even though the entrance of the hospital is from Kuchitoli side. I have visited this hospital in August 2017, together with my cousin brother, who is a councillor of this area.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
239,Abdullah Al Masud,4,services provided by comilla medical  are much better than many private medical.. and cheaper too..all tests are done at a fraction of cost.. but digital x ray is not available here..City scan is available. What i'v experienced that you'll get excellent medical care if some doctors are known to you..The doctors are also very much passionate about their duties,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
240,Zest Mahmud,5,"Comilla Medical College is a government medical school near Kuchaitoli in Cumilla, Bangladesh. Construction began in 1979, with the college open for one year from 1981-1982 before it closed for a decade. Reopened in 1992 due to local demand, the college offers MBBS degrees.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
241,Sohanul Islam Sohan (সাওবান),4,"Comilla Medical College is a government medical college in Comilla, Bangladesh. The construction of Comilla Medical College began in 1979, with the college open for one year from 1981-1982 before it closed for a decade. Reopened in 1992. Comilla Medical College offers MBBS degrees. Comilla Medical College is a public institution affiliated by Chittagong University.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
242,Arif Billah,5,"Comilla Medical College is one of the best medical colleges in Bangladesh. Many foreign students from Pakistan, Nepal, Maldives, India are studying in this medical college.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
243,Dr M K Maheer,5,"This is one of the leading medical colleges of the country, ranking 8th among all the government and non-government medical colleges. About 500 students are accommodated and taught the art of medicine and surgery at any particular time of the year. It also has a 500 bed hospital beside the academic building which is the best hospital in this region of the country. The medical college is more or less politics free and provides an excellent environment to the students to reach their ultimate goal in being a good medical practitioner. The whole campus, hostel and the hospital area is said to be one of the most beautiful campuses of the country. As a whole, this is a great place to stay and as well as, to study, play and learn.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
244,Mamunur Rashid,5,This is a govt medical college and 500 beaded hospital also all kind medical facilities available here…,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
245,jackie barua,5,A wonderful medical college. . .having all type of studying & extracurricular facilities.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
246,Jamal Hossain,5,It is a good place for getting medical treatment.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
247,Md. Omar Hossain,1,Nurses stuff behaviour so poor,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
248,HASSAN JEWEL,5,Good,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
249,Md. Mafujul Islam,4,"The foundation stone of Cumilla Medical College was laid by president Zia on 28th November 1979. Only 30 students were admitted in the session 1981-82 but its academic activity stopped in 1982 & students were transferred to different government Medical College. Due to the continuous demand of local people, Bangladesh Medical Association & political leaders, Comilla Medical College Restart it’s function in 1992 based on the infrastructure of Medical Assistant Training School (MATS) & 250 bed Modernized Hospital, Comilla . All facilities of MATS including manpower merged with Medical College. 50 students were admitted in the session 1991-92. The number of students was doubled to 100 from the session 2005-2006 & admitted of students 117 from the session 2011-2012. Now MATS has been shifted to another campus. The new academic building of the college functionally started in the year 2008.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
250,Monir Hosen,5,"This is area so nice, clean and treatment very good",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
251,Roman Ahmed,5,"I love this place...beautiful campus and an extraordinary academic standard,proud to be a part…",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
252,prince mahir,5,Comilla medical collage hospital I have a lot of memorable day in this place,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
253,Entertainment VEVO,5,"Comilla Medical College is a government medical school near Kuchaitoli in Comilla, Bangladesh. Construction began in 1979, with the college open for one year from 1981-1982 before it closed for a decade. Reopened in 1992 due to local demand, the college offers MBBS degrees",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
254,Asim Das Amit,5,"Comilla Medical College is a government medical school near Kuchaitoli in Comilla, Bangladesh. Construction began in 1979, with the college open for one year from 1981-1982 before it closed for a decade. Reopened in 1992 due to local demand, the college offers MBBS degrees.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
255,Front Line View,3,"Comilla Medical College is a government medical school near Kuchaitoli in Comilla, Bangladesh. Construction began in 1979, with the college open for one year from 1981-1982 before it closed for a decade. Reopened in 1992 due to local demand, the college offers MBBS degrees.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
256,Raquibul Hasan,3,"Comilla Medical College is a government medical school near Kuchaitoli in Cumilla, Bangladesh. Construction began in 1979, with the college open for one year from 1981-1982 before it closed for a decade. Reopened in 1992 due to local demand, the college offers MBBS degrees",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
257,Technovert,4,"It is a small infirmary in comilla. Its a public medical college both used for teaching and curing. there are several boys and girls hostel. there are cafeteria where you will get necessary item. there is a restaurant called mitali, where you can find khichuri, nasta and other item. I preferred mitali because i liked it food. there are many other resturants you should also try. there is a ''mama's Jhalmuri' which is famous and there are also a nut-seller which is famous among students. but the roads are not developed .If you ever go to comilla then you should visit comilla medical college.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
258,Md Kamal Hossain,5,Very well,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
259,Fayez Ahmed,5,This is one of the best hospital in Eastern Bangladesh,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
260,Mahbub Salim,5,This is Medical Cillege,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
261,Dr. Lala Shourav Das,5,Good public medical college & hospital.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
262,Prue Prince,5,"Near to the Capital City Dhaka the Comilla Medical College Campus & Hospital is the Learning curve for MBBS students and Post Graduate & Trainee Doctors as well. A calm, Quiet yet not isolated campus away from the light & Noise of main City is a Nice place to live, to fix future plans & to study & learn the art of Medical Science. A well equipped Hospital with over 500 Beds, Quality Teaching Stuff, Friendly Seniors & Colleagues certainly Helps!!!
Pleased for being a CoMC student and Now an Intern @ CoMC Hospital.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
263,Sunny khan,1,"Dear admin, hospital bathroom is very bad smell and dirty, housekeeping should keep it clean and spray. The patients going there for treatment but this situation patient will more affect bacteria. Please ASAP",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
264,Sameen Mahathir,1,very bad sevice,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
265,Mohammad Asgar Ali Khan,5,Useful,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
266,Samairaislam Samairaislam,5,its place is so important for all people of comilla..,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
267,A. N. M. Jamiul Islam,5,"POLITICS FREE, FRIENDLY ENVIRONMENT, STRICT TEACHING PANEL, THE BEST ONE CAN EXPECT.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
268,Md Golam Sarwar,5,Nice,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
269,Gaming Faruk Boss,5,Gokulam medical college,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
270,Masum Rahman,5,Great public hospital in Comilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
271,Tarekul Islam Shova,5,The best government medical college of Comilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
272,Oneel Rehmaan,5,"Comilla Medical College One of the best Bangladeshi medical college is located in comilla, the nearer town from dhaka. There is a girl in my village,who has started her new life withthis college. I pray she will doing great.

BIPUL,GURUDASHPUR,NATORE",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
273,Shah Minhaz,5,u given many thingzz to me...we owe to u....proud to b a PART OF IT....,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
274,Neyamot Ullah,4,great place for doing your heallth treatments,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
275,Nur Nabi,4,It's excellent medical college & hospital.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
276,Khan Creation,5,It's a nice medical college,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
277,Androboyz,5,"Comilla Medical College is a government medical school near Kuchaitoli in Comilla, Bangladesh. Construction began in 1979, with the college open for one year from 1981-1982 before it closed for a decade.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
278,Bayezid Hossain,5,Best medical College in Cumilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
279,Monir Ahamed,5,an emergency     help  centre  for any injured.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
280,Omor Faruq,3,"Some places are  too much dirty, doctor and nurse not take care patient properly.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
281,unlimited shadin,1,Need more special treatment..,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
282,Tariqul Islam,5,One of the best medical colleges .,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
283,Mh Rana,1,Wrong Place. This area is owns by noakhali.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
284,Labib Tanjim,4,Government medical college in cumilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
285,Dhimanendu Roy Dhiman,5,Very responsive to patient management,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
286,Afzal Bin Hossain,3,It is a Tertiary lavel Health Care at Comilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
287,Afzal Bin Hossain,3,such a good place,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
288,Avijit Roy (Kabyo),5,"No 5 in ranking. Awesome services, but ward services are too bad.",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
289,Audiology Bangladesh,5,Good public hospital in Comilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
290,Afzal jambary All song and video,1,Welcome,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
291,Md. Rayhan Yousuf,3,Crowded place,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
292,Nijum Making,5,One of the Government Medical College at comilla in Bangladesh,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
293,Shahadat Hossain,5,best medical collage,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
294,md yasin ali,5,"Section 10, Dhaka 1216",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
295,Labib Hoque,5,Government Medical College & Hospital,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
296,KHALEDUR RAHMAN,5,A healthy place.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
297,Ajanta Das,4,nice one,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
298,Khizir Ahamed,5,Biggest hospital in Comilla.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
299,Rashed Khan,5,Nice Place,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
300,Tirtha Mitra,5,"It's an one of the big hospital,but some doctors are not good enough to treatment people ,they don't know how to talk with general people 😅😅
It's very upsetting that they are highly educated but don't know the minimum behavior with general 🙂
They often hanker after money!!
Shameful It's!!😐😐",Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
301,Imran Hasan,4,One of the oldest medical college of Bangladesh.For a long time it was the only tertiary care providing hospital for Barisal division.Its emergency department is open 24×7. This medical college has huge campus area. All necessary department is available.,Comilla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
302,raiyan zaman,5,"One of the oldest medical in Bangladesh.
Service: good
Environment : well
Doctors : available always
Overall good.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
303,SiyaN Biswas Dipon,5,"Sher-e-Bangla Medical College (SBMC) is a government medical school in Bangladesh, established in 1968. The college is located in Barisal. It is affiliated with University of Dhaka as a constituent college. SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for registration in United Kingdom. The college has an area of about 81.545 acres. Student dormitories, nursing institute, nurses' training institute, dormitory for staff nurses, and residences of teachers are situated on the campus. HISTORY: Construction began on the college on 6 November 1964, at which time it was known as Barisal Medical College.[3] It opened to students in 1968 and was soon renamed to its current title, bestowed in honor of former prime minister A. K. Fazlul Huq in 1977.,[3] a resident of Barisal, was often called by the phrase ""Sher-e-Bangla"", which translates ""The Tiger of Bengal"".",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
304,Abdul Mohaimen Jobayer,4,"One of the oldest and the best medical colleges in Bangladesh.  The whole hospital is in a building.  Anybody new here can lost, because it is too large. The main building is five streyed building. It has almost all types all facilities that a hospital should have. It serve all kinds of pathelogical test and treatment. It is tried to keep up with the modern facilities.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
305,anamika hoque,5,A promising medical college of Bangladesh... Many famous doctor generated here...❤️,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
306,Luke Sarker,4,"Sher-e-Bangla Medical hospital become a reliable place for the patients of South Bengal since 1968. Many patient get admitted here from Barishal and near by districts to get proper treatment in low price. The hospital is also attached with medical college, where many good physician around Bangladesh studied. Though the infrastructure development progress of this hospital is very slow since in between these  fifty years they are still providing good service with their limited capacity. I think they should get modernize day by day and also keep sharp eyes on the cleanliness of the hospital.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
307,Emon MoN,3,"Sher-E-Bangla Medical College & Hospital, Barisal is renowned Government medical College & Hospital southern part of Bangladesh. It's provide almost all kinds of medical service. It have many department like emergency department, children care unite, cardiology unite etc. As well as provide many medical report service like ECG, imaging with different types of lab report. Under this college have an Nursing institutions to provide nursing education. But Some Nurses Doctors of this hospital are unfriendly and behave very roughly with patients. Medical service should be improved..",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
308,Blah Blah,3,Typical government hospital…,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
309,Md. Masudur Rahman (mini Masud),4,"The largest medical hospital in southern Bangladesh.  Countless patients come from far and wide.  Management is not very good.  However, there are numerous patient retention capabilities.  It is also known as Sagradi Hospital.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
310,Zahidul Islam,5,"The only important treatment centre in South part of Bangladesh.ICU facilities is available here. Physical medicine, SCANU,Neonatal department is also here.Emergency service is for 24hrs.How A 500 bedded hospital  serving for 1500 indoor patients and 1500 outdoor patients is a great question???",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
311,Santanu Barai,5,"One of the pioneer medical College hospital in Bangladesh. Oldest one also. It plays an important role in the health sector among southern people of Bangladesh. This medical College has been established at 1968 named after Sher E Bangla A K Fazlul Haque. As a government medical College, Hospital area is large enough to serve the people. But need proper monitoring to provide quality treatment.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
312,aparajit joy,4,City's most well equipped and govt. hospital.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
313,Asaduzzaman Ripon,4,"Sher-E-Bangla Medical College & Hospital, Barisal is renowned Government medical College & Hospital southern part of Bangladesh. It's provide almost all kinds of medical service. It have many department like emergency department, children care unite, cardiology unite etc. As well as provide many medical report service like ECG, imaging with different types of lab report. Under this college have an Nursing institutions to provide nursing education.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
314,Jisan Bhuiyan,4,"SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for registration in United Kingdom. The college has an area of about 81.545 acres. Student dormitories, nursing institute, nurses' training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
315,Sarder Abdur Rahman,5,"Sher-e-Bangla Medical College (SBMC), is a government medical College in Bangladesh, established in 1968. It is located in Barisal. It is affiliated with University of Dhaka as a constituent college.

SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for limited registration in United Kingdom. The college has an area of about 33 ha. Student dormitories, nursing institute, nurses’ training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
316,শুভেচ্ছা TV,5,Nice 🙂,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
317,Mofijul Islam Milan,3,Need to proper care of cleaning. Gathering not control at this covid time.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
318,Nafiz Ahad,5,"This medical college hospital is my birthplace. Although it is a crowded hospital, the doctors here are responsible and kind enough. The nurses are also very helpful and responsible. This medical is pride of Bangladesh.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
319,H. Bayazid,3,"Good but employee are not friendly, and they want money for service 😔",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
320,Shakil Ahammed,5,"SBMC is one of the oldest Medical College in South Asia and Bangladesh's first. It is a world class institute of medical science. SBMC awards MBBS degree and offers professional training and medical research facility. Students from some other countries like INDIA, SRI LANKA, BHUTAN, NEPAL, IRAN, AFGHANISTAN, PAKISTAN, MALDIVES also come to study medical science. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for registration in United Kingdom. The college has an area of about 81.545 acres. Student dormitories, nursing institute, nurses' training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
321,fajlay rabby,4,One of the oldest and only medical college in Barishal division,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
322,md alamin khan,5,Great place,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
323,Helal Hossain,4,This is a renowned government hospital in Barisal. only  source to get dependable treatment for the south part of bangladesh. But service  is slightly slow because this is a government hospital.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
324,Ali Mortoja Sakib,1,Very poor service. Maximum time doctors are absent in word.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
325,Tafajjol Hossain,4,Sher-E-Bangla Medical College  and Hospital is the largest Hospital in Barishal. It has almost all facilities of Medical science . It is a public Hospital. Doctors and Nurses are qualified.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
326,Talibul Rakib,2,"Dirty environment, lower service,stuffs are rude",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
327,Nayeem Hossain Khan,5,"Sher-e-Bangla Medical College is a government medical College in Bangladesh, established in 1968. It is located in Barisal. It is affiliated with University of Dhaka as a constituent college.

SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for limited registration in United Kingdom. The college has an area of about 33 ha. Student dormitories, nursing institute, nurses’ training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
328,Bashir Ahmed,5,"Sher-e-Bangla Medical College (SBMC), is a government medical College in Bangladesh, established in 1968. It is located in Barisal. It is affiliated with University of Dhaka as a constituent college.

SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for limited registration in United Kingdom. The college has an area of about 33 ha. Student dormitories, nursing institute, nurses’ training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.
History",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
329,Md Mahedi Hasan,5,I'm really grateful to this place.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
330,Eiasin Graphics design studio,4,Good but employee are not friendly,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
331,Manas Mistry,5,Largest medical college in Bangladesh,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
332,The Rules Breaker,5,Biggest hospital in the Asia.It is very helpful for the patient.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
333,Md.abdul latif,5,Government medical College Hospital.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
334,Ashok Bala,5,Sher-E-Bangla medical college and hospital is the best hospital in Barisal and some parts of Dhaka division. People come to this hospital for better health care by cheap costs. There are many experienced doctors and nurses who have continuously provide medical care for patients. This hospital also one of the most oldest hospital in Bangladesh. I suggest you to take treatment from the hospital whereas it has modernized machines to diagnose problems and experienced doctors.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
335,Md. Hedayet Ullah,5,"Only one in south corner of Bangladesh  COVID 19, Treatment Center in",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
336,Chowdhury Shamsul Arifin,5,"Govt. Medical college in the Barishal Division and as Government Medical College, it has almost all basic and necessary medical services though in case of very critical situation, the patient should have been brought to Dhaka for better treatment. However, this medical collge servers the basic medical purposes now a days which were not available at recent past before establishing this college.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
337,Dr.Mainul Hasib,4,Biggest medical campus,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
338,MD. Kamal Hossen Rana,4,"The largest hospital and medical college inside Bangladesh.There are many students coming out every year doing MBBS.There is no modern treatment facility but it is comparatively the largest hospital in Bangladesh.There are many high quality doctors but without the modern technology machines, high quality treatment is not possible.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
339,Zaber Tanim,5,"The largest and one of the best medical college in Bangladesh....Though it has some machinery and diagnostic problems,it is very famous for better service…",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
340,MONIR KHAN,2,SDC,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
341,DrAnwar hossain,4,Very nice Medical College and Hospital.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
342,REYAD ISLAM JONI,1,REYAD ISLAM JONI,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
343,Syed Imran Ahmed,2,This is one of the biggest hospital in Bangladesh. Whole southern part of Bangladesh depends on this hospital. You can find almost all kind of doctors here. But the management is quite poor. Whole hospital is dirty and smells bad. Half of the lifts don't work and too old. Almost everywhere in the main hospital building something is broken. This hospital is understaffed. You should be aware of fraud roaming around in the hospital. There is a delay in getting service due to patient load.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
344,MD Rajib Hossan,5,The trust of the people of Barisal for wellness.!,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
345,istiak rifat,5,"It is the largest medical college and hospital in Barisal Division. This medical College is bestowed in honor of former prime minister A.K. Fazlul Haq., a resident of Barisal, was often called by the phrase ""Sher-e-Bangla"", which translates from Urdu to ""Tiger of Bengal"". It established in 1968.It is affiliated with University of Dhaka as a constituent college.The college has an area of about 33 ha.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
346,Khan Shafiqul Islam,5,"Sher-e-Bangla Medical College and Hospital, is a government medical college in Bangladesh, established in 1968. It is located in Barishal City. It is affiliated with University of Dhaka as a constituent college. SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
347,Suhel Ahmad,4,Once upon a time it was the largest hospital in Asia. Still it is the most renowned hospital in the southern part of Bangladesh. The quality of education is also good. Every year more than 300 students earn MBBS degree from here.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
348,raihan dewan,1,"The necessity of a website address of the dental unit must not be ignored. So please,  notify your website in this page",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
349,Protoy Roy__146,5,Good medical treatment,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
350,Rajib Hossain,5,"4 years ago
I love it. Once I was crushed for it.it was my dream & ambition, but I failed to reach this distinetion of prosperity. However I still love this medical college, it's a good place for patient
& there's doctor so cordial 💜💜💜",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
351,Swadhin Biswas,4,can't give 5 star. because there so many rubbish in drain. They should clear all drains.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
352,Asif Rahman,5,Very old and big hospital but service quality in not up to the mark like other Govt hospitals if Bangladesh. It's the biggest medical Hospital in Barishal Division as well as Khulna Division.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
